symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
QPH,Công ty Cổ phần Thủy điện Quế Phong,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT,2000,2700,2790,2793
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
KHS,Công ty Cổ phần Kiên Hùng,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
IDC,Tổng Công ty IDICO - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
RCD,Công ty Cổ phần Xây dựng - Địa ốc Cao su,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RDP,Công ty Cổ phần Rạng Đông Holding,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
DS3,Công ty Cổ phần DS3,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
S72,Công ty Cổ phần Sông Đà 7.02,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
S74,Công ty Cổ phần Sông Đà 7.04,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
S96,Công ty Cổ phần Sông Đà 9.06,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
NDW,Công ty Cổ phần Cấp nước Nam Định,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
FHN,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Phân phối thực phẩm & dược phẩm,Bán lẻ,Phân phối thực phẩm,CT,5000,5300,5330,5337
HVG,Công ty Cổ phần Hùng Vương,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Tiện ích khác,CT,7000,7500,7570,7575
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
NAF,Công ty Cổ phần Nafoods Group,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
IRC,Công ty Cổ phần Cao su Công nghiệp,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
SBD,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LGC,Công ty Cổ phần Đầu tư Cầu đường CII,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HDA,Công ty Cổ phần Hãng sơn Đông Á,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
POM,Công ty Cổ phần Thép Pomina,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
HWS,Công ty Cổ phần Cấp nước Huế,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
SC5,Công ty Cổ phần Xây dựng số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MTX,Công ty Cổ phần Công trình Đô thị Gò Công,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
L45,Công ty Cổ phần Lilama 45.1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MTG,Công ty Cổ phần MT Gas,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SCI,Công ty Cổ phần SCI E&C,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
L10,Công ty Cổ phần Lilama 10,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SCL,Công ty Cổ phần Sông Đà Cao Cường,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Du lịch & Giải trí,Du lịch và Giải trí,Hàng không,CT,5000,5700,5750,5751
MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
SD2,Công ty Cổ phần Sông Đà 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NKG,Công ty Cổ phần Thép Nam Kim,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
KTC,Công ty Cổ phần Thương mại Kiên Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
SD3,Công ty Cổ phần Sông Đà 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HAM,Công ty Cổ phần Vật tư Hậu Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
SD4,Công ty Cổ phần Sông Đà 4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SD5,Công ty Cổ phần Sông Đà 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SD7,Công ty Cổ phần Sông Đà 7,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SD9,Công ty Cổ phần Sông Đà 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PWA,Công ty Cổ phần Bất động sản dầu khí,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SDC,Công ty Cổ phần Tư vấn Sông Đà,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PX1,Công ty Cổ phần Xi măng Sông Lam 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
SDJ,Công ty Cổ phần Sông Đà 25,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SDK,Công ty Cổ phần Cơ khí Luyện Kim,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
SDP,Công ty Cổ phần SDP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
KSH,Công ty Cổ phần Damac GLS,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MFS,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Viễn thông di động,Viễn thông,Viễn thông di động,CT,6000,6500,6570,6575
SDX,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
MHC,Công ty Cổ phần MHC,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
SEB,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
LM7,Công ty Cổ phần Lilama 7,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NSG,Công ty Cổ phần Nhựa Sài Gòn,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
KPF,Công ty Cổ phần Đầu tư Tài sản KOJI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SZC,Công ty Cổ phần Sonadezi Châu Đức,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SJC,Công ty Cổ phần Sông Đà 1.01,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
SJD,Công ty Cổ phần Thủy điện Cần Đơn,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
SJG,Tổng Công ty Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MBT,Công ty Cổ phần Bất động sản cho thuê Minh Bảo Tín,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
QNP,Công ty Cổ phần Cảng Quy Nhơn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
CQN,Công ty Cổ phần Cảng Quảng Ninh,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
NAB,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
QNS,Công ty Cổ phần Đường Quảng Ngãi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
MST,Công ty Cổ phần Đầu tư MST,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
REE,Công ty Cổ phần Cơ điện Lạnh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TBR,Công ty Cổ phần Địa ốc Tân Bình,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
SPH,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
S12,Công ty Cổ phần Sông Đà 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HIG,Công ty Cổ phần Tập đoàn HIPT,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
S27,Công ty Cổ phần Sông Đà 27,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
