ticker,group_code,company_name,company_short_name
WCS,HNXIndex,Công ty Cổ phần Bến xe Miền Tây,Bến xe Miền Tây
WSB,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Bia Sài Gòn - Miền Tây
WSS,HNXIndex,Công ty Cổ phần Chứng khoán Phố Wall,Chứng khoán Phố Wall
WTC,UpcomIndex,Công ty Cổ phần Vận tải thủy - Vinacomin,Vận tải thủy Vinacomin
X20,HNXIndex,Công ty Cổ phần X20,May mặc X20
X26,UpcomIndex,Công ty Cổ phần 26,Công ty 26
X77,UpcomIndex,Công ty Cổ phần Thành An 77,Thành An 77
EPH,UpcomIndex,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Xuất bản giáo dục Hà Nội
DFC,UpcomIndex,Công ty Cổ phần Xích líp Đông Anh,Xích líp Đông Anh
XMC,UpcomIndex,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Bê tông Xuân Mai
XMD,UpcomIndex,Công ty Cổ phần Xuân Mai - Đạo Tú,Xuân Mai - Đạo Tú
CQT,UpcomIndex,Công ty Cổ phần Xi măng Quán Triều VVMI,Xi măng Quán Triều VVMI
XPH,UpcomIndex,Công ty Cổ phần Xà phòng Hà Nội,Xà phòng Hà Nội
XHC,UpcomIndex,Công ty Cổ phần Xuân Hòa Việt Nam,Nội thất Xuân Hòa
XMP,UpcomIndex,Công ty Cổ phần Thủy điện Xuân Minh,Thủy điện Xuân Minh
YBC,UpcomIndex,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Xi măng và Khoáng sản Yên Bái
YBM,VNINDEX,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Khoáng sản CN Yên Bái
YEG,VNINDEX,Công ty Cổ phần Tập đoàn Yeah1,Tập đoàn Yeah1
YTC,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,XNK Y tế TP.HCM
